1 0 0
0.99987 0.015866 0
0.9995 0.031728 0
0.99887 0.047582 0
0.99799 0.063424 0
0.99685 0.07925 0
0.99547 0.095056 0
0.99384 0.11084 0
0.99195 0.12659 0
0.98982 0.14231 0
0.98744 0.158 0
0.98481 0.17365 0
0.98193 0.18925 0
0.9788 0.20481 0
0.97543 0.22031 0
0.97181 0.23576 0
0.96795 0.25115 0
0.96384 0.26647 0
0.95949 0.28173 0
0.9549 0.29692 0
0.95007 0.31203 0
0.945 0.32707 0
0.93969 0.34202 0
0.93415 0.35689 0
0.92837 0.37166 0
0.92235 0.38635 0
0.91611 0.40093 0
0.90963 0.41542 0
0.90293 0.42979 0
0.89599 0.44407 0
0.88884 0.45823 0
0.88145 0.47227 0
0.87385 0.4862 0
0.86603 0.5 0
0.85798 0.51368 0
0.84973 0.52723 0
0.84125 0.54064 0
0.83257 0.55392 0
0.82368 0.56706 0
0.81458 0.58006 0
0.80527 0.59291 0
0.79576 0.60561 0
0.78605 0.61816 0
0.77615 0.63055 0
0.76604 0.64279 0
0.75575 0.65486 0
0.74526 0.66677 0
0.73459 0.67851 0
0.72373 0.69008 0
0.71269 0.70147 0
0.70147 0.71269 0
0.69008 0.72373 0
0.67851 0.73459 0
0.66677 0.74526 0
0.65486 0.75575 0
0.64279 0.76604 0
0.63055 0.77615 0
0.61816 0.78605 0
0.60561 0.79576 0
0.59291 0.80527 0
0.58006 0.81458 0
0.56706 0.82368 0
0.55392 0.83257 0
0.54064 0.84125 0
0.52723 0.84973 0
0.51368 0.85798 0
0.5 0.86603 0
0.4862 0.87385 0
0.47227 0.88145 0
0.45823 0.88884 0
0.44407 0.89599 0
0.42979 0.90293 0
0.41542 0.90963 0
0.40093 0.91611 0
0.38635 0.92235 0
0.37166 0.92837 0
0.35689 0.93415 0
0.34202 0.93969 0
0.32707 0.945 0
0.31203 0.95007 0
0.29692 0.9549 0
0.28173 0.95949 0
0.26647 0.96384 0
0.25115 0.96795 0
0.23576 0.97181 0
0.22031 0.97543 0
0.20481 0.9788 0
0.18925 0.98193 0
0.17365 0.98481 0
0.158 0.98744 0
0.14231 0.98982 0
0.12659 0.99195 0
0.11084 0.99384 0
0.095056 0.99547 0
0.07925 0.99685 0
0.063424 0.99799 0
0.047582 0.99887 0
0.031728 0.9995 0
0.015866 0.99987 0
6.1232e-17 1 0
0.99987 0 0.015866
0.99975 0.015864 0.015866
0.99937 0.031724 0.015866
0.99874 0.047576 0.015866
0.99786 0.063416 0.015866
0.99673 0.07924 0.015866
0.99535 0.095044 0.015866
0.99371 0.11082 0.015866
0.99183 0.12658 0.015866
0.9897 0.1423 0.015866
0.98731 0.15798 0.015866
0.98468 0.17363 0.015866
0.98181 0.18923 0.015866
0.97868 0.20478 0.015866
0.97531 0.22028 0.015866
0.97169 0.23573 0.015866
0.96783 0.25112 0.015866
0.96372 0.26644 0.015866
0.95937 0.2817 0.015866
0.95478 0.29688 0.015866
0.94995 0.31199 0.015866
0.94488 0.32703 0.015866
0.93957 0.34198 0.015866
0.93403 0.35684 0.015866
0.92825 0.37162 0.015866
0.92224 0.3863 0.015866
0.91599 0.40088 0.015866
0.90952 0.41536 0.015866
0.90281 0.42974 0.015866
0.89588 0.44401 0.015866
0.88872 0.45817 0.015866
