0	4
0.0000154212	3.9900154133
0.0000616847	3.9801231166
0.0001387897	3.9704144512
0.0002467350	3.9609788697
0.0003641574	3.9532059328
0.0003860695	3.9518805677
0.0003898861	3.9516528448
0.0003904357	3.9516213823
0.0003916408	3.9515679372
0.0003933886	3.9514549774
0.0003943001	3.9514015803
0.0003951231	3.9513549456
0.0005551396	3.9432698043
0.0007555940	3.9351575942
0.0009868793	3.9276393202
0.0012489918	3.9207817315
0.0015419275	3.9146446609
0.0018656819	3.9092803573
0.0022202501	3.9047328849
0.0026056264	3.9010375933
0.0030218051	3.8982206650
0.0034687796	3.8962987426
0.0039465431	3.8952786405
0.0042254610	3.8951008869
0.0042660994	3.8950979773
0.0415543788	3.8928241656
0.0431621632	3.8734621196
0.0448001245	3.8525774349
0.0464682374	3.8302379439
0.0481664761	3.8065247584
0.0498948146	3.7815319287
0.0516532261	3.7553659949
0.0534416835	3.7281454332
0.0552601592	3.7000000000
0.0571086252	3.6710699758
0.0589870531	3.6415053158
0.0608954137	3.6114647104
0.0628336777	3.5811145618
0.0648018153	3.5506278845
0.0667997960	3.5201831351
0.0688275890	3.4899629808
0.0708851631	3.4601530142
0.0712293461	3.4552622878
0.0712344586	3.4551885239
0.0712374235	3.4551464629
0.0712395042	3.4551169866
0.0729724865	3.4309404233
0.0750895271	3.4025126266
0.0772362522	3.3750558822
0.0794126286	3.3487538820
0.0816186230	3.3237863400
0.0838542011	3.3003275861
0.0861193285	3.2785451753
0.0884139704	3.2585985238
0.0907380913	3.2406375806
0.0930916554	3.2248015472
0.0954746263	3.2112176532
0.0978869674	3.2000000000
0.0997578707	3.1930613361
0.0997759006	3.1930006328
0.1003286414	3.1912484798
0.1027996107	3.1850477804
0.1052998372	3.1814664830
0.1073547495	3.1805216037
0.1073812049	3.1805210535
0.1074082975	3.1805207952
0.3029795700	3.1789315298
0.3071488066	3.1180865648
0.3090512060	3.0905155917
0.3090536034	3.0904809432
0.3113441490	3.0575077641
0.3155655326	2.9975545115
0.3198128922	2.9385869352
0.3239327595	2.8829988974
0.3239357862	2.8829587679
0.3240861624	2.8809635549
0.3283852773	2.8250389133
0.3327101705	2.7711612040
0.3370607754	2.7196699141
0.3382521222	2.7060806730
0.3382554002	2.7060432900
0.3382583387	2.7060100556
0.3382785879	2.7057978761
0.3414370249	2.6708934960
0.3458388515	2.6251470843
0.3502661872	2.5827302743
0.3529486394	2.5588771268
0.3529519581	2.5588485840
0.3547189640	2.5439249764
0.3591971129	2.5089933623
0.3637005651	2.4781759173
0.3682292511	2.4516896125
0.3695538046	2.4448139119
0.3695601083	2.4447821083
0.3727831010	2.4297262109
0.3773620446	2.4124507197
0.3819660113	2.4000000000
0.3865949300	2.3924815463
0.3912008003	2.3899726655
0.3912263972	2.3899724377
0.7372944091	2.3569907353
0.7403770815	2.3136503414
