1054.0 170.0 
1047.0 172.0 
1046.0 173.0 
1020.0 181.0 
1018.0 182.0 
1013.0 183.0 
1012.0 184.0 
1000.0 187.0 
998.0 188.0 
986.0 192.0 
985.0 193.0 
954.0 205.0 
942.0 210.0 
910.0 223.0 
1417.0 130.0 
1359.0 132.0 
1405.0 131.0 
1305.0 136.0 
1326.0 134.0 
1028.0 178.0 
857.0 274.0 
1256.0 138.0 
860.0 265.0 
858.0 266.0 
862.0 258.0 
1162.0 144.0 
1223.0 141.0 
1137.0 146.0 
879.0 242.0 
865.0 253.0 
866.0 251.0 
1163.0 143.0 
887.0 234.0 
1038.0 174.0 
1003.0 185.0 
870.0 246.0 
951.0 206.0 
1186.0 142.0 
894.0 230.0 
880.0 238.0 
966.0 198.0 
929.0 214.0 
1118.0 152.0 
901.0 227.0 
907.0 225.0 
1077.0 162.0 
978.0 194.0 
886.0 235.0 
899.0 228.0 
909.0 224.0 
965.0 199.0 
993.0 189.0 
1064.0 166.0 
1099.0 155.0 
1050.0 171.0 
959.0 202.0 
945.0 209.0 
1033.0 176.0 
936.0 211.0 
1085.0 160.0 
1093.0 158.0 
990.0 190.0 
1131.0 148.0 
1124.0 150.0 
973.0 196.0 
1024.0 179.0 
875.0 244.0 
920.0 219.0 
1116.0 153.0 
1060.0 168.0 
1110.0 154.0 
921.0 218.0 
914.0 222.0 
922.0 217.0 
915.0 220.0 
1302.0 137.0 
