0 1
0.001001 0.96836
0.002002 0.95526
0.003003 0.9452
0.004004 0.93672
0.005005 0.92925
0.006006 0.9225
0.007007 0.91629
0.008008 0.91051
0.009009 0.90508
0.01001 0.89995
0.011011 0.89507
0.012012 0.8904
0.013013 0.88593
0.014014 0.88162
0.015015 0.87746
0.016016 0.87345
0.017017 0.86955
0.018018 0.86577
0.019019 0.86209
0.02002 0.85851
0.021021 0.85501
0.022022 0.8516
0.023023 0.84827
0.024024 0.845
0.025025 0.84181
0.026026 0.83867
0.027027 0.8356
0.028028 0.83258
0.029029 0.82962
0.03003 0.82671
0.031031 0.82384
0.032032 0.82103
0.033033 0.81825
0.034034 0.81552
0.035035 0.81282
0.036036 0.81017
0.037037 0.80755
0.038038 0.80497
0.039039 0.80242
0.04004 0.7999
0.041041 0.79741
0.042042 0.79496
0.043043 0.79253
0.044044 0.79013
0.045045 0.78776
0.046046 0.78542
0.047047 0.7831
0.048048 0.7808
0.049049 0.77853
0.05005 0.77628
0.051051 0.77406
0.052052 0.77185
0.053053 0.76967
0.054054 0.7675
0.055055 0.76536
0.056056 0.76324
0.057057 0.76113
0.058058 0.75905
0.059059 0.75698
0.06006 0.75493
0.061061 0.75289
0.062062 0.75088
0.063063 0.74888
0.064064 0.74689
0.065065 0.74492
0.066066 0.74297
0.067067 0.74103
0.068068 0.7391
0.069069 0.73719
0.07007 0.73529
0.071071 0.73341
0.072072 0.73154
0.073073 0.72968
0.074074 0.72783
0.075075 0.726
0.076076 0.72418
0.077077 0.72237
0.078078 0.72058
0.079079 0.71879
0.08008 0.71702
0.081081 0.71525
0.082082 0.7135
0.083083 0.71176
0.084084 0.71003
0.085085 0.70831
0.086086 0.7066
0.087087 0.70489
0.088088 0.7032
0.089089 0.70152
0.09009 0.69985
0.091091 0.69819
0.092092 0.69653
0.093093 0.69489
0.094094 0.69325
0.095095 0.69163
0.096096 0.69001
0.097097 0.6884
0.098098 0.68679
0.099099 0.6852
0.1001 0.68361
0.1011 0.68204
0.1021 0.68047
0.1031 0.6789
0.1041 0.67735
0.10511 0.6758
0.10611 0.67426
0.10711 0.67273
0.10811 0.6712
0.10911 0.66968
0.11011 0.66817
0.11111 0.66667
0.11211 0.66517
0.11311 0.66368
0.11411 0.66219
0.11512 0.66071
0.11612 0.65924
0.11712 0.65778
0.11812 0.65632
0.11912 0.65486
0.12012 0.65342
0.12112 0.65198
0.12212 0.65054
0.12312 0.64911
0.12412 0.64769
0.12513 0.64627
0.12613 0.64486
0.12713 0.64345
0.12813 0.64205
0.12913 0.64065
0.13013 0.63926
0.13113 0.63788
0.13213 0.6365
0.13313 0.63513
0.13413 0.63376
0.13514 0.63239
0.13614 0.63103
0.13714 0.62968
0.13814 0.62833
0.13914 0.62699
0.14014 0.62565
0.14114 0.62431
0.14214 0.62298
0.14314 0.62166
0.14414 0.62034
0.14515 0.61902
0.14615 0.61771
0.14715 0.6164
0.14815 0.6151
0.14915 0.6138
0.15015 0.61251
