179.0 124.0 
175.0 125.0 
174.0 129.0 
168.0 135.0 
167.0 139.0 
647.0 78.0 
620.0 79.0 
599.0 80.0 
593.0 81.0 
572.0 82.0 
566.0 83.0 
545.0 84.0 
540.0 85.0 
519.0 86.0 
514.0 87.0 
493.0 88.0 
488.0 89.0 
467.0 90.0 
462.0 91.0 
441.0 92.0 
436.0 93.0 
415.0 94.0 
410.0 95.0 
389.0 96.0 
384.0 97.0 
363.0 98.0 
359.0 99.0 
338.0 100.0 
334.0 101.0 
313.0 102.0 
308.0 103.0 
287.0 104.0 
284.0 105.0 
280.0 106.0 
262.0 107.0 
230.0 109.0 
209.0 110.0 
206.0 111.0 
202.0 112.0 
195.0 113.0 
192.0 114.0 
188.0 115.0 
185.0 116.0 
184.0 120.0 
162.0 144.0 
169.0 134.0 
1594.0 45.0 
1567.0 46.0 
1405.0 51.0 
946.0 67.0 
1351.0 52.0 
892.0 68.0 
1513.0 47.0 
865.0 69.0 
1324.0 53.0 
1486.0 48.0 
1297.0 54.0 
1459.0 49.0 
1432.0 50.0 
1270.0 55.0 
1243.0 56.0 
703.0 75.0 
1108.0 61.0 
1216.0 57.0 
784.0 72.0 
838.0 70.0 
1135.0 60.0 
730.0 74.0 
1189.0 58.0 
757.0 73.0 
1162.0 59.0 
1027.0 64.0 
811.0 71.0 
1000.0 65.0 
973.0 66.0 
1081.0 62.0 
1054.0 63.0 
676.0 76.0 
671.0 77.0 
258.0 108.0 
